Institution;Period; EURO ;DOI;is_hybrid;Publisher;Journal_full_title;Funding Programme;Note
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.analchem.1c03793;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Analytical Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.analchem.1c04174;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Analytical Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.biochem.1c00763;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Biochemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.cgd.1c01045;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Crystal Growth & Design;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.cgd.1c00535;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Crystal Growth & Design;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.est.1c01892;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Environmental Science & Technology;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c00810;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c01275;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c01188;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c01083;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c01646;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c02005;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c03154;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.inorgchem.1c00904;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jafc.1c01876;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Agricultural and Food Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jcim.1c00921;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Information and Modeling;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jcim.1c00975;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Information and Modeling;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jcim.1c01192;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Information and Modeling;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jcim.1c00743;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Information and Modeling;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jcim.1c01380;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Information and Modeling;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jctc.1c00674;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Theory and Computation;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jctc.1c00260;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Theory and Computation;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jmedchem.1c00770;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Medicinal Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jmedchem.1c00806;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Medicinal Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jmedchem.1c00158;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Medicinal Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jmedchem.1c00767;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Medicinal Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jnatprod.1c00301;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Natural Products;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.0c12904;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.1c04363;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.1c06014;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.1c04835;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.1c09175;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.1c04996;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.1c06502;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jacs.1c06598;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/jasms.1c00264;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Society for Mass Spectrometry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.nanolett.1c01214;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.nanolett.1c03009;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.nanolett.1c02470;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.nanolett.1c04024;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.nanolett.1c01440;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.nanolett.1c03143;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.nanolett.1c03160;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.orglett.1c02256;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organic Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.organomet.1c00289;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.organomet.1c00472;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.organomet.1c00229;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.organomet.1c00376;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.organomet.1c00441;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.joc.1c02327;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Organic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.joc.1c01564;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Organic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpca.1c05619;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry A;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpca.1c05150;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry A;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpca.1c05458;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry A;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpca.1c07271;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry A;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcb.1c01351;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry B;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcb.1c07508;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry B;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcb.1c01479;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry B;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c06835;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c06914;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c05575;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c09257;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c01580;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c05898;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c08699;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpcc.1c04217;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpclett.1c00829;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.704,51 ;10.1021/acs.jpclett.1c02346;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,24 ;10.1021/acs.jctc.0c01328;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Theory and Computation;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,37 ;10.1021/acsaelm.1c00367;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Applied Electronic Materials;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,37 ;10.1021/acs.est.1c02514;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Environmental Science & Technology;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,37 ;10.1021/jasms.1c00126;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Society for Mass Spectrometry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acs.accounts.0c00785;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Accounts of Chemical Research;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsaem.0c02908;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Applied Energy Materials;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsami.1c00502;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Applied Materials & Interfaces;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acscatal.1c00031;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Catalysis;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acscatal.1c00415;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Catalysis;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acscatal.1c00718;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Catalysis;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsearthspacechem.0c00333;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Earth and Space Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsmedchemlett.1c00004;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Medicinal Chemistry Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsmedchemlett.0c00651;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Medicinal Chemistry Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsnano.0c10065;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Nano;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsnano.1c01078;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Nano;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acsnano.0c09263;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Nano;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021; € 2.786,38 ;10.1021/acssuschemeng.1c01165;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);ACS Sustainable Chemistry & Engineering;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
