institution;period;euro;DOI;is_hybrid;publisher;journal_full_title
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1584,00  ;doi:10.5194/acp-17-2437-2017;gold_paid;Copernicus Publications (EGU);Atmospheric Chemistry and Physics
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1584,00  ;doi:10.5194/acp-17-4093-2017;gold_paid;Copernicus Publications (EGU);Atmospheric Chemistry and Physics
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1872,00  ;doi:10.5194/bg-14-1857-2017;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2016,00  ;doi:10.5194/gmd-10-127-2017;gold_paid;Copernicus Publications (EGU);Geoscientific Model Development
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2262,00  ;doi:10.5194/os-13-551-2017;gold_paid;Copernicus Publications (EGU);Ocean Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;4032,00  ;doi:10.5194/gmd-10-2247-2017;gold_paid;Copernicus Publications (EGU);Geoscientific Model Development
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2116,50  ;doi:10.3389/fmicb.2017.00752;gold_paid;Frontiers;Frontiers in Microbiology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1604,00  ;doi:10.3390/en10122034;gold_paid;MDPI;Energies
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1782,00  ;doi:10.3390/md15080245;gold_paid;MDPI;Marine Drugs
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1782,00  ;doi:10.3390/md15060191;gold_paid;MDPI;Marine Drugs
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/s41598-017-04106-9;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/s41598-017-13335-x;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/ncomms15867;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/s41598-017-04745-y;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/s41598-017-16903-3;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/srep46192;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/s41598-017-14785-z;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1490,00  ;doi:10.1038/s41598-017-16346-w;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;4290,00  ;doi:10.1038/ncomms15465;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;4290,00  ;doi:10.1038/s41467-017-01806-8;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2702,00  ;doi:10.1093/plankt/fbx055;hybrid;Oxford Univ. Press;Journal of Plankton Research
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1424,00  ;doi:10.1371/journal.pone.0176268;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1424,00  ;doi:10.1371/journal.pone.0188198;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1424,00  ;doi:10.1371/journal.pone.0169737;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1424,00  ;doi:10.1371/journal.pone.0177735;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;840,00  ;doi:10.3391/mbi.2017.8.2.10;gold_paid;Regional Euro-Asian Biological Invasions Centre - REABIC;Management of Biological Invasions
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2040,00  ;doi:10.1098/rsbl.2016.0774;hybrid;Royal Society London;Biology Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2480,00  ;doi:10.1007/s00227-017-3109-x;hybrid;Springer;Marine Biology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2480,00  ;doi:10.1007/s10236-017-1111-y;hybrid;Springer;Ocean Dynamics
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;575,00  ;doi:10.1080/17445647.2017.1305300;gold_paid;Taylor & Francis;Journal of Maps
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1000,00  ;doi:10.1002/ece3.3208;gold_paid;Wiley;Ecology and Evolution
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1135,00  ;doi:10.1002/asl.781;gold_paid;Wiley;Atmospheric Science Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1831,00  ;doi:10.1111/eva.12452;gold_paid;Wiley;Evolutionary Applications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1831,00  ;doi:10.1111/eva.12473;gold_paid;Wiley;Evolutionary Applications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;1831,00  ;doi:10.1111/eva.12477;gold_paid;Wiley;Evolutionary Applications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2017;2233,00  ;doi:10.1002/lol2.10039;gold_paid;Wiley;Limnology and Oceanography Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4024,00  ;doi:10.1126/sciadv.aat9700;gold_paid;AAAS;Science Advances
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2231,00  ;doi:10.1002/2017GL076410;hybrid;AGU;Geophysical Research Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3125,00  ;doi:10.1029/2018GB005905;hybrid;AGU;Global Biogeochemical Cycles
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3125,00  ;doi:10.1002/2017GC007100;hybrid;AGU;Geochemistry, Geophysics, Geosystems
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2231,00  ;doi:10.1002/2017GL076662;hybrid;AGU / Wiley;Geophysical Research Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3125,00  ;doi:10.1029/2018JC014264;hybrid;AGU / Wiley;Journal of Geophysical Research: Oceans
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3125,00  ;doi:10.1029/2017JD028071;hybrid;AGU / Wiley;Journal of Geophysical Research: Atmospheres
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3125,00  ;doi:10.1002/2017JC013652;hybrid;AGU / Wiley;Journal of Geophysical Research: Oceans
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3125,00  ;doi:10.1029/2017TC004946;hybrid;American Geophysical Union, AGU;Tectonics
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;715,00  ;doi:10.1175/BAMS-D-17-0197.1;hybrid;American Meteorological Society;Bulletin of the American Meteorological Society
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;715,00  ;doi:10.1175/JPO-D-17-0173.1;hybrid;American Meteorological Society;Journal of Physical Oceanography
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2951,00  ;doi:10.1128/mSystems.00150-18;gold_paid;American Society for Microbiology;mSystems
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2290,00  ;doi:10.1186/s10152-018-0513-7;gold_paid;BioMed Central;Helgoland Marine Research
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;916,30  ;doi:10.5194/jm-37-383-2018;gold_paid;Copernicus Publications (EGU);Journal of Micropalaeontology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2142,00  ;doi:10.5194/bg-15-2525-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;990,00  ;doi:10.5194/bg-15-3691-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1131,00  ;doi:10.5194/bg-15-3577-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1218,00  ;doi:10.5194/bg-15-1469-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1350,00  ;doi:10.5194/se-9-1035-2018;gold_paid;Copernicus Publications (EGU);Solid Earth
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1350,00  ;doi:10.5194/bg-15-4781-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1350,00  ;doi:10.5194/cp-14-1361-2018;gold_paid;Copernicus Publications (EGU);Climate of the Past
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1440,00  ;doi:10.5194/bg-15-7111-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1440,00  ;doi:10.5194/bg-2018-39;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1512,00  ;doi:10.5194/bg-15-1425-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1530,00  ;doi:10.5194/os-14-1167-2018;gold_paid;Copernicus Publications (EGU);Ocean Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1530,00  ;doi:10.5194/bg-15-5715-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1653,00  ;doi:10.5194/bg-2017-257;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1710,00  ;doi:10.5194/bg-15-7077-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1800,00  ;doi:10.5194/os-14-731-2018;gold_paid;Copernicus Publications (EGU);Ocean Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1827,00  ;doi:10.5194/bg-15-4973-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1827,00  ;doi:10.5194/bg-15-137-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2436,00  ;doi:10.5194/os-14-589-2018;gold_paid;Copernicus Publications (EGU);Ocean Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2436,00  ;doi:10.5194/gmd-11-1133-2018;gold_paid;Copernicus Publications (EGU);Geoscientific Model Development
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2520,00  ;doi:10.5194/bg-15-5991-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2790,00  ;doi:10.5194/bg-15-7347-2018;gold_paid;Copernicus Publications (EGU);Biogeosciences (BG)
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1740,00  ;doi:10.1016/j.chemgeo.2018.08.019;hybrid;Elsevier;Chemical Geology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2233,00  ;doi:10.1016/j.marpol.2018.04.018;hybrid;Elsevier;Marine Policy
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2814,00  ;doi:10.1016/j.gca.2018.09.011;hybrid;Elsevier;Geochimica et Cosmochimica Acta
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2860,00  ;doi:10.1016/j.epsl.2018.02.030;hybrid;Elsevier;Earth and Planetary Science Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2900,00  ;doi:10.1016/j.ecolmodel.2017.11.013;hybrid;Elsevier;Ecological Modelling
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3395,00  ;doi:10.1016/j.rse.2018.02.024;hybrid;Elsevier;Remote Sensing of Environment
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1298,25  ;doi:10.3389/fmars.2018.00050 ;gold_paid;Frontiers;Frontiers in Marine Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1298,25  ;doi:10.3389/fevo.2018.00118;gold_paid;Frontiers;Frontiers in Ecology and Evolution
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1298,25  ;doi:10.3389/fmars.2018.00139;gold_paid;Frontiers;Frontiers in Marine Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1298,25  ;doi:10.3389/fmars.2018.00330 ;gold_paid;Frontiers;Frontiers in Marine Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1298,25  ;doi:10.3389/fmars.2018.00379 ;gold_paid;Frontiers;Frontiers in Marine Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1404,54  ;doi:10.3389/fmicb.2018.02112 ;gold_paid;Frontiers;Frontiers in Microbiology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1442,50  ;doi:10.3389/fmars.2018.00352;gold_paid;Frontiers;Frontiers in Marine Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1442,50  ;doi:10.3389/fmars.2018.00182;gold_paid;Frontiers;Frontiers in Marine Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2015,71  ;doi:10.3389/fmicb.2018.02873;gold_paid;Frontiers;Frontiers in Microbiology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2239,67  ;doi:10.3389/fmicb.2018.02072;gold_paid;Frontiers;Frontiers in Microbiology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2239,67  ;doi:10.3389/fmicb.2018.02699;gold_paid;Frontiers;Frontiers in Microbiology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2239,67  ;doi:10.3389/fmicb.2018.02444 ;gold_paid;Frontiers;Frontiers in Microbiology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1565,00  ;doi:10.1130/GES01537.1;gold_paid;Geological Society of America, GSA;Geosphere
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1826,00  ;doi:10.1109/TGRS.2018.2878923;hybrid;Institute of Electrical and Electronics Engineers (IEEE);IEEE Transactions on Geoscience and Remote Sensing
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1600,00  ;doi:10.3354/meps12443;hybrid;Inter Research;Marine Ecology Progress Series
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1600,00  ;doi:10.3354/meps12632;hybrid;Inter Research;Marine Ecology Progress Series
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1800,00  ;doi:10.1088/1748-9326/aaedc3;gold_paid;IOP Publishing;Environmental Research Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1364,00  ;doi:10.3390/rs10101514;gold_paid;MDPI;Remote Sensing
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1604,00  ;10.3390/en11081984;gold_paid;MDPI;Energies
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1604,00  ;doi:10.3390/s18082622;gold_paid;MDPI;Sensors
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1604,00  ;doi:10.3390/s18113710;gold_paid;MDPI;Sensors
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1782,00  ;doi:10.3390/md16120503;gold_paid;MDPI;Marine Drugs
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1782,00  ;doi:10.3390/md16080268;gold_paid;MDPI;Marine Drugs
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1782,00  ;doi:10.3390/md16080270;gold_paid;MDPI;Marine Drugs
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1782,00  ;doi:10.3390/md16060187;gold_paid;MDPI;Marine Drugs
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1305,00  ;doi:10.1038/sdata.2018.181;gold_paid;Nature Publishing Group;Scientific Data
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-19472-1;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-22595-0;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-34330-w;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-20904-1;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-32071-4;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-28613-5;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-27981-2;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-26177-y;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-31261-4;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-30580-w;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1490,00  ;doi:10.1038/s41598-018-26711-y;gold_paid;Nature Publishing Group;Scientific Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-018-03043-z;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-018-03176-1;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-018-03647-5;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-018-05488-8;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-017-02550-9;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-018-05736-x;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-018-03158-3;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;4290,00  ;doi:10.1038/s41467-018-07076-2;gold_paid;Nature Publishing Group;Nature Communications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2215,00  ;doi:10.1364/OE.26.007811;gold_paid;Optical Society of America (OSA);Optics Express
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2573,00  ;doi:10.1093/icesjms/fsx244;hybrid;Oxford Univ. Press;ICES Journal of Marine Science
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2702,00  ;doi:10.1093/plankt/fby018;hybrid;Oxford Univ. Press;Journal of Plankton Research
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;9454,00  ;doi:10.7717/peerj.5268;gold_paid;PeerJ;PeerJ
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1424,00  ;doi:10.1371/journal.pone.0196477;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1424,00  ;doi:10.1371/journal.pone.0197502;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1424,00  ;doi:10.1371/journal.pone.0191947;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1424,00  ;doi:10.1371/journal.pone.0192036;gold_paid;Public Library of Science;PLoS ONE
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;840,00  ;doi:10.3391/ai.2018.13.4.02;gold_paid;Regional Euro-Asian Biological Invasions Centre - REABIC;Aquatic Invasions
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2480,00  ;doi:10.1007/s10482-017-0994-4;hybrid;Springer;Antonie van Leeuwenhoek International Journal of General and Molecular Microbiology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2480,00  ;doi:10.1007/s00382-017-3943-z;hybrid;Springer;Climate Dynamics
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2480,00  ;doi:10.1007/s40641-018-0104-3;hybrid;Springer;Current Climate Change Reports
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2480,00  ;doi:10.1007/s10811-017-1322-0;hybrid;Springer;Journal of Applied Phycology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2500,00  ;10.1055/s-0044-100188;hybrid;Thieme;Planta Medica
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;960,00  ;doi:10.1002/asl.794;gold_paid;Wiley;Atmospheric Science Letters
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;979,00  ;doi:10.1002/ece3.4461;gold_paid;Wiley;Ecology and Evolution
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;1172,00  ;doi:10.1111/eva.12688;gold_paid;Wiley;Evolutionary Applications
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3050,00  ;doi:10.1111/geb.12742;hybrid;Wiley;Global Ecology and Biogeography
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;3700,00  ;doi:10.1111/gcb.14049;hybrid;Wiley;Global Change Biology
GEOMAR Helmholtz-Centre for Ocean Research Kiel;2018;2000,00  ;doi:10.1002/lno.10608;hybrid;Wiley / Association for the Sciences of Limnology and Oceanography;Limnology and Oceanography
